hashtag_H 	 cluster_C_leader(userID) 	 relative_frequency_H_C 	 frequency_H_in_C 	 frequency_H_overall 	 count_H_in_C 	 count_hashtags_in_C 	 count_H_entire_dataset 	 count_hashtags_entire_dataset
MAGAts 	 1028022611324747776 	 5.5102897718 	 .0005170630 	 1 	 1 	 10 	 106569
CovidIsNotOver 	 1028022611324747776 	 .3555025425 	 .0015511892 	 3 	 76 	 465 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
boycottAlaskaAir 	 1028022611324747776 	 11.0205912881 	 .0005170630 	 1 	 4 	 5 	 106569
BREAKING 	 1028022611324747776 	 49 .0786061163 	 49 .0005170630 	 49 1 	 362 	 701 	 106569
BetoForGovernor 	 1028022611324747776 	 1.7219656055 	 .0010341261 	 2 	 16 	 64 	 106569
BeastOfTheDay 	 1028022611324747776 	 15.7436937753 	 .0010341261 	 2 	 4 	 7 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Mariupol 	 1028022611324747776 	 .7133060899 	 .0041365046 	 8 	 287 	 618 	 106569
Borodyanka 	 1028022611324747776 	 3.2413475341 	 .0005170630 	 1 	 8 	 17 	 106569
Russia 	 1028022611324747776 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0226667573 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0005170630 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 1 	 1029 	 2431 	 106569
BA4 	 1028022611324747776 	 12.7160622560 	 .0015511892 	 3 	 8 	 13 	 106569
BA5 	 1028022611324747776 	 11.0205806093 	 .0010341261 	 2 	 6 	 10 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BizCare 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
Shanghai 	 1028022611324747776 	 .7446337100 	 .0005170630 	 1 	 39 	 74 	 106569
SARSCoV2 	 1028022611324747776 	 2.2959539809 	 .0036194415 	 7 	 62 	 168 	 106569
Omicron 	 1028022611324747776 	 39 .0657552354 	 39 .0005170630 	 39 1 	 316 	 838 	 106569
SARSCoV2 	 1028022611324747776 	 2.2959539809 	 .0036194415 	 7 	 62 	 168 	 106569
Mariupol 	 1028022611324747776 	 .7133060899 	 .0041365046 	 8 	 287 	 618 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
KrookedKushner 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
BeastOfTheDay 	 1028022611324747776 	 15.7436937753 	 .0010341261 	 2 	 4 	 7 	 106569
Military 	 1028022611324747776 	 13.7757464505 	 .0005170630 	 1 	 1 	 4 	 106569
Chernihiv 	 1028022611324747776 	 1.9821186408 	 .0025853154 	 5 	 66 	 139 	 106569
Mykolaiv 	 1028022611324747776 	 .6482692630 	 .0005170630 	 1 	 43 	 85 	 106569
UkraineWar 	 1028022611324747776 	 6 .1794882368 	 6 .0005170630 	 6 1 	 90 	 307 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Russia 	 1028022611324747776 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0226667573 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0005170630 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 1 	 1029 	 2431 	 106569
Auschwitz 	 1028022611324747776 	 2.4765348212 	 .0020682523 	 4 	 35 	 89 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Kyiv 	 1028022611324747776 	 1.0510089035 	 .0072388831 	 14 	 317 	 734 	 106569
RomanAbramovich 	 1028022611324747776 	 6.1225449158 	 .0005170630 	 1 	 5 	 9 	 106569
VelshiBannedBookClub 	 1028022611324747776 	 19.4480877125 	 .0031023784 	 6 	 6 	 17 	 106569
NATO 	 1028022611324747776 	 .7274309628 	 .0020682523 	 4 	 114 	 303 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
ImranKhan 	 1028022611324747776 	 6.1225449158 	 .0005170630 	 1 	 4 	 9 	 106569
BREAKING 	 1028022611324747776 	 49 .0786061163 	 49 .0005170630 	 49 1 	 362 	 701 	 106569
Taliban 	 1028022611324747776 	 4.2386868721 	 .0005170630 	 1 	 6 	 13 	 106569
NRF 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Andarab 	 1028022611324747776 	 18.3676782460 	 .0005170630 	 1 	 1 	 3 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Mariupol 	 1028022611324747776 	 .7133060899 	 .0041365046 	 8 	 287 	 618 	 106569
Auschwitz 	 1028022611324747776 	 2.4765348212 	 .0020682523 	 4 	 35 	 89 	 106569
SistersInLaw 	 1028022611324747776 	 11.0205793882 	 .0036194415 	 7 	 13 	 35 	 106569
StandWithUkraine 	 1028022611324747776 	 19 3 1 1 .0000003348 .0026086385 	 19 3 1 1 .0005170630 	 19 3 1 1 1 	 240 67 	 1544 278 	 106569
sarscov2 	 1028022611324747776 	 18.3676782460 	 .0005170630 	 1 	 1 	 3 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
Omicron 	 1028022611324747776 	 39 .0657552354 	 39 .0005170630 	 39 1 	 316 	 838 	 106569
COVIDisAirborne 	 1028022611324747776 	 .2115274195 	 .0010341261 	 2 	 102 	 521 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
Omicron 	 1028022611324747776 	 39 .0657552354 	 39 .0005170630 	 39 1 	 316 	 838 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
LongCovid 	 1028022611324747776 	 .4678083168 	 .0098241985 	 19 	 956 	 2238 	 106569
SARSCoV2 	 1028022611324747776 	 2.2959539809 	 .0036194415 	 7 	 62 	 168 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
SARSCoV2 	 1028022611324747776 	 2.2959539809 	 .0036194415 	 7 	 62 	 168 	 106569
BREAKING 	 1028022611324747776 	 49 .0786061163 	 49 .0005170630 	 49 1 	 362 	 701 	 106569
GRAMMYs 	 1028022611324747776 	 .4876362032 	 .0005170630 	 1 	 47 	 113 	 106569
Kharkiv 	 1028022611324747776 	 1.7648614168 	 .0046535677 	 9 	 128 	 281 	 106569
Kramatorsk 	 1028022611324747776 	 1.3439730801 	 .0005170630 	 1 	 16 	 41 	 106569
children 	 1028022611324747776 	 3.2413475341 	 .0005170630 	 1 	 6 	 17 	 106569
Auschwitz 	 1028022611324747776 	 2.4765348212 	 .0020682523 	 4 	 35 	 89 	 106569
YachtWatch 	 1028022611324747776 	 6.4826956952 	 .0010341261 	 2 	 9 	 17 	 106569
YachtWatch 	 1028022611324747776 	 6.4826956952 	 .0010341261 	 2 	 9 	 17 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Russia 	 1028022611324747776 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0226667573 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0005170630 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 1 	 1029 	 2431 	 106569
YachtGot 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
CleanAirHolidays 	 1028022611324747776 	 11.0205912881 	 .0005170630 	 1 	 3 	 5 	 106569
TheReidOut 	 1028022611324747776 	 4.0319197602 	 .0015511892 	 3 	 8 	 41 	 106569
MaxLevin 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Kyiv 	 1028022611324747776 	 1.0510089035 	 .0072388831 	 14 	 317 	 734 	 106569
Putin 	 1028022611324747776 	 19 6 4 2 2 1 1 1 1 1 .0729839565 	 19 6 4 2 2 1 1 1 1 1 .0005170630 	 19 6 4 2 2 1 1 1 1 1 1 	 228 	 755 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Vote 	 1028022611324747776 	 1 1 1 1 1 1 .9033260185 	 1 1 1 1 1 1 .0005170630 	 1 1 1 1 1 1 1 	 7 	 61 	 106569
VoteBlue2022 	 1028022611324747776 	 1.0018707705 	 .0005170630 	 1 	 6 	 55 	 106569
KochNetwork 	 1028022611324747776 	 6.1225455079 	 .0010341261 	 2 	 8 	 18 	 106569
Hostomel 	 1028022611324747776 	 2.3957778286 	 .0005170630 	 1 	 12 	 23 	 106569
Kyiv 	 1028022611324747776 	 1.0510089035 	 .0072388831 	 14 	 317 	 734 	 106569
LastWord 	 1028022611324747776 	 10.3317939661 	 .0031023784 	 6 	 13 	 32 	 106569
Justice 	 1028022611324747776 	 2 2 4.2386868721 	 2 2 .0005170630 	 2 2 1 	 3 	 13 	 106569
AAAAAADeJoy 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Belarus 	 1028022611324747776 	 5 .2416793330 	 5 .0005170630 	 5 1 	 97 	 228 	 106569
Ukrainian 	 1028022611324747776 	 9 3 .1102057742 	 9 3 .0005170630 	 9 3 1 	 218 	 500 	 106569
covid 	 1028022611324747776 	 2 2 1 .3339569019 	 2 2 1 .0005170630 	 2 2 1 1 	 47 	 165 	 106569
longcovid 	 1028022611324747776 	 .4669736787 	 .0010341261 	 2 	 104 	 236 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
Oscars 	 1028022611324747776 	 .2994722112 	 .0005170630 	 1 	 76 	 184 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
BA2Variant 	 1028022611324747776 	 4.5919073275 	 .0005170630 	 1 	 4 	 12 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
SARSCoV2 	 1028022611324747776 	 2.2959539809 	 .0036194415 	 7 	 62 	 168 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
vaccines 	 1028022611324747776 	 1.4128948518 	 .0005170630 	 1 	 8 	 39 	 106569
TrumpCoverUp 	 1028022611324747776 	 5.0093538527 	 .0005170630 	 1 	 6 	 11 	 106569
ClarenceThomas 	 1028022611324747776 	 4.5919073275 	 .0005170630 	 1 	 4 	 12 	 106569
SundayShow 	 1028022611324747776 	 3.9359215733 	 .0015511892 	 3 	 3 	 42 	 106569
StandWithUkraine 	 1028022611324747776 	 19 3 1 1 .0000003348 .0026086385 	 19 3 1 1 .0005170630 	 19 3 1 1 1 	 240 67 	 1544 278 	 106569
VietnamVeteransDay 	 1028022611324747776 	 18.3676782460 	 .0005170630 	 1 	 1 	 3 	 106569
FreshResists 	 1028022611324747776 	 2.0037417348 	 .0010341261 	 2 	 9 	 55 	 106569
BurnerPhone 	 1028022611324747776 	 18.3676782460 	 .0005170630 	 1 	 1 	 3 	 106569
CrimeTime 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
TrumpIsACriminal 	 1028022611324747776 	 3.0612724579 	 .0005170630 	 1 	 6 	 18 	 106569
Caturday 	 1028022611324747776 	 1.9679607825 	 .0005170630 	 1 	 11 	 28 	 106569
CatsOfTwitter 	 1028022611324747776 	 1.5306357758 	 .0005170630 	 1 	 11 	 36 	 106569
LongCovid 	 1028022611324747776 	 .4678083168 	 .0098241985 	 19 	 956 	 2238 	 106569
MECFS 	 1028022611324747776 	 .4791555657 	 .0005170630 	 1 	 33 	 115 	 106569
LongCovid 	 1028022611324747776 	 .4678083168 	 .0098241985 	 19 	 956 	 2238 	 106569
offense 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Russia 	 1028022611324747776 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0226667573 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0005170630 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 1 	 1029 	 2431 	 106569
Sumy 	 1028022611324747776 	 .7156219789 	 .0005170630 	 1 	 35 	 77 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
lviv 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Mariupol 	 1028022611324747776 	 .7133060899 	 .0041365046 	 8 	 287 	 618 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Auschwitz 	 1028022611324747776 	 2.4765348212 	 .0020682523 	 4 	 35 	 89 	 106569
Kharkiv 	 1028022611324747776 	 1.7648614168 	 .0046535677 	 9 	 128 	 281 	 106569
CA22 	 1028022611324747776 	 9.1838228111 	 .0005170630 	 1 	 3 	 6 	 106569
SCOTUS 	 1028022611324747776 	 2.5210475524 	 .0036194415 	 7 	 49 	 153 	 106569
IStandWithBiden 	 1028022611324747776 	 4.2386868721 	 .0005170630 	 1 	 2 	 13 	 106569
TeamJustice 	 1028022611324747776 	 7.3470563494 	 .0010341261 	 2 	 5 	 15 	 106569
democracy 	 1028022611324747776 	 2.6239473772 	 .0005170630 	 1 	 4 	 21 	 106569
Anaheim 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Mariupol 	 1028022611324747776 	 .7133060899 	 .0041365046 	 8 	 287 	 618 	 106569
PutinsWar 	 1028022611324747776 	 2.9258175964 	 .0031023784 	 6 	 26 	 113 	 106569
Ukraine️ 	 1028022611324747776 	 2 1 .2375124443 	 2 1 .0005170630 	 2 1 1 	 83 	 232 	 106569
StandWithUkraine 	 1028022611324747776 	 19 3 1 1 .0000003348 .0026086385 	 19 3 1 1 .0005170630 	 19 3 1 1 1 	 240 67 	 1544 278 	 106569
Kyiv 	 1028022611324747776 	 1.0510089035 	 .0072388831 	 14 	 317 	 734 	 106569
Putin 	 1028022611324747776 	 19 6 4 2 2 1 1 1 1 1 .0729839565 	 19 6 4 2 2 1 1 1 1 1 .0005170630 	 19 6 4 2 2 1 1 1 1 1 1 	 228 	 755 	 106569
Ukraine️ 	 1028022611324747776 	 2 1 .2375124443 	 2 1 .0005170630 	 2 1 1 	 83 	 232 	 106569
StandWithUkraine 	 1028022611324747776 	 19 3 1 1 .0000003348 .0026086385 	 19 3 1 1 .0005170630 	 19 3 1 1 1 	 240 67 	 1544 278 	 106569
Warsaw 	 1028022611324747776 	 5.5102897718 	 .0005170630 	 1 	 5 	 10 	 106569
RedStates 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
NeverAgain 	 1028022611324747776 	 .7985926095 	 .0005170630 	 1 	 8 	 69 	 106569
G7 	 1028022611324747776 	 9.1838228111 	 .0005170630 	 1 	 1 	 6 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA1 	 1028022611324747776 	 6.1225449158 	 .0005170630 	 1 	 5 	 9 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
Omicron 	 1028022611324747776 	 39 .0657552354 	 39 .0005170630 	 39 1 	 316 	 838 	 106569
Ba2 	 1028022611324747776 	 13.4397328808 	 .0051706308 	 10 	 21 	 41 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
MasksWork 	 1028022611324747776 	 3.0612724579 	 .0005170630 	 1 	 2 	 18 	 106569
Omicron 	 1028022611324747776 	 39 .0657552354 	 39 .0005170630 	 39 1 	 316 	 838 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
BA2 	 1028022611324747776 	 44 1 .1395009824 	 44 1 .0005170630 	 44 1 1 	 222 	 395 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
Pomerantz 	 1028022611324747776 	 18.3676782460 	 .0005170630 	 1 	 2 	 3 	 106569
Ballet 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
PutinIsaWarCriminal 	 1028022611324747776 	 1.4128947672 	 .0020682523 	 4 	 30 	 156 	 106569
WomensHistoryMonth 	 1028022611324747776 	 2.2041161218 	 .0010341261 	 2 	 12 	 50 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Kyiv 	 1028022611324747776 	 1.0510089035 	 .0072388831 	 14 	 317 	 734 	 106569
WomenToFollow 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 1 	 2 	 106569
Russia 	 1028022611324747776 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0226667573 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0005170630 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 1 	 1029 	 2431 	 106569
GOPMustGo 	 1028022611324747776 	 7.8718461264 	 .0005170630 	 1 	 3 	 7 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
COVID19 	 1028022611324747776 	 1.1935645243 	 .0341261633 	 66 	 1096 	 3047 	 106569
Wagner 	 1028022611324747776 	 1 6.8878640498 	 1 .0005170630 	 1 1 	 4 	 8 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
GildedAgeHBO 	 1028022611324747776 	 11.0205912881 	 .0005170630 	 1 	 2 	 5 	 106569
SARSCoV2 	 1028022611324747776 	 2.2959539809 	 .0036194415 	 7 	 62 	 168 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
US 	 1028022611324747776 	 7 3 1 1 1 .4174461206 	 7 3 1 1 1 .0005170630 	 7 3 1 1 1 1 	 52 	 132 	 106569
China 	 1028022611324747776 	 .3826589809 	 .0010341261 	 2 	 110 	 288 	 106569
vote 	 1028022611324747776 	 4.2386868721 	 .0005170630 	 1 	 3 	 13 	 106569
invasion 	 1028022611324747776 	 9.1838228111 	 .0005170630 	 1 	 1 	 6 	 106569
Russia 	 1028022611324747776 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0226667573 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 .0005170630 	 41 23 4 3 3 2 2 1 1 1 1 1 1 1 1 1 	 1029 	 2431 	 106569
COVID 	 1028022611324747776 	 66 10 2 2 .1269651790 	 66 10 2 2 .0005170630 	 66 10 2 2 1 	 169 	 434 	 106569
UPDATE 	 1028022611324747776 	 1.3950100077 	 .0020682523 	 4 	 82 	 158 	 106569
Mariupol 	 1028022611324747776 	 .7133060899 	 .0041365046 	 8 	 287 	 618 	 106569
Kherson 	 1028022611324747776 	 .6333666085 	 .0010341261 	 2 	 85 	 174 	 106569
Chernihiv 	 1028022611324747776 	 1.9821186408 	 .0025853154 	 5 	 66 	 139 	 106569
Ukraine 	 1028022611324747776 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0000000850 232 .0000656851 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 .0005170630 	 114 19 6 4 3 3 3 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
BREAKING 	 1028022611324747776 	 49 .0786061163 	 49 .0005170630 	 49 1 	 362 	 701 	 106569
ClimateAction 	 1028022611324747776 	 .7156219789 	 .0005170630 	 1 	 15 	 77 	 106569
wtpBLUE 	 1028022611324747776 	 .8887563938 	 .0010341261 	 2 	 16 	 124 	 106569
JoeManchinSenatorForSale 	 1028022611324747776 	 27.5515663048 	 .0005170630 	 1 	 2 	 2 	 106569
UPDATE 	 1028022611324747776 	 1.3950100077 	 .0020682523 	 4 	 82 	 158 	 106569
